Time,Vertical Speed,Horizontal Speed,Distance,Altitude,Angle,Weight,Acceleration Rate,Fuel
456,23.562,142.535,-83677.801,3163.633,58.3,206.04,3.039,41.04
457,23.45,139.949,-83817.751,3140.183,58.3,205.819,3.043,40.819
458,23.34,137.361,-83955.111,3116.843,58.3,205.599,3.046,40.599
459,23.231,134.769,-84089.88,3093.612,58.3,205.378,3.049,40.378
460,23.122,132.175,-84222.055,3070.49,58.3,205.157,3.052,40.157
461,23.014,129.578,-84351.633,3047.477,58.3,204.937,3.056,39.937
462,22.906,126.978,-84478.611,3024.57,58.3,204.716,3.059,39.716
463,22.8,124.376,-84602.987,3001.77,58.3,204.495,3.062,39.495
464,22.694,121.77,-84724.757,2979.076,58.3,204.275,3.066,39.275
465,22.589,119.162,-84843.919,2956.487,58.3,204.054,3.069,39.054
466,22.485,116.551,-84960.47,2934.002,58.3,203.833,3.072,38.833
467,22.381,113.937,-85074.407,2911.621,58.3,203.613,3.076,38.613
468,22.278,111.32,-85185.727,2889.343,58.3,203.392,3.079,38.392
469,22.176,108.701,-85294.428,2867.167,58.3,203.171,3.082,38.171
470,22.075,106.078,-85400.506,2845.092,58.3,202.951,3.086,37.951
471,21.974,103.453,-85503.959,2823.117,58.3,202.73,3.089,37.73
472,21.874,100.825,-85604.784,2801.243,58.3,202.509,3.092,37.509
473,21.775,98.194,-85702.978,2779.468,58.3,202.289,3.096,37.289
474,21.677,95.56,-85798.538,2757.791,58.3,202.068,3.099,37.068
475,21.579,92.923,-85891.462,2736.211,58.3,201.847,3.102,36.847
476,21.482,90.284,-85981.746,2714.729,58.3,201.627,3.106,36.627
477,21.386,87.641,-86069.387,2693.343,58.3,201.406,3.109,36.406
478,21.291,84.996,-86154.383,2672.052,58.3,201.185,3.113,36.185
479,21.196,82.348,-86236.731,2650.856,58.3,200.965,3.116,35.965
480,21.102,79.697,-86316.427,2629.754,58.3,200.744,3.119,35.744
481,21.009,77.042,-86393.47,2608.745,58.3,200.523,3.123,35.523
482,20.916,74.385,-86467.855,2587.828,58.3,200.303,3.126,35.303
483,20.825,71.725,-86539.58,2567.004,58.3,200.082,3.13,35.082
484,20.734,69.063,-86608.643,2546.27,58.3,199.861,3.133,34.861
485,20.643,66.397,-86675.04,2525.627,58.3,199.641,3.137,34.641
486,20.554,63.728,-86738.768,2505.073,58.3,199.42,3.14,34.42
487,20.465,61.056,-86799.824,2484.609,58.3,199.199,3.144,34.199
488,20.376,58.382,-86858.206,2464.232,58.3,198.979,3.147,33.979
489,20.289,55.704,-86913.91,2443.943,58.3,198.758,3.151,33.758
490,20.202,53.023,-86966.933,2423.741,58.3,198.537,3.154,33.537
491,20.116,50.34,-87017.273,2403.625,58.3,198.317,3.158,33.317
492,20.031,47.653,-87064.926,2383.594,58.3,198.096,3.161,33.096
493,19.946,44.964,-87109.889,2363.647,58.3,197.875,3.165,32.875
494,19.863,42.271,-87152.16,2343.785,58.3,197.655,3.159,32.655
495,19.784,39.584,-87191.744,2324,58.3,197.436,3.153,32.436
496,19.712,36.901,-87228.645,2304.288,58.3,197.217,3.147,32.217
497,19.645,34.224,-87262.869,2284.643,58.3,196.999,3.14,31.999
498,19.585,31.552,-87294.421,2265.058,58.3,196.782,3.134,31.782
499,19.529,28.886,-87323.307,2245.529,58.3,196.565,3.128,31.565
500,19.48,26.224,-87349.531,2226.049,58.3,196.349,3.122,31.349
501,19.437,23.568,-87373.099,2206.612,58.3,196.134,3.116,31.134
502,19.399,20.917,-87394.016,2187.213,58.3,195.919,3.109,30.919
503,19.367,18.271,-87412.288,2167.846,58.3,195.705,3.103,30.705
504,19.341,15.631,-87427.919,2148.505,58.3,195.492,3.097,30.492
505,19.321,12.996,-87440.915,2129.184,58.3,195.279,3.091,30.279
506,19.306,10.367,-87451.282,2109.878,58.3,195.067,3.084,30.067
507,19.298,7.743,-87459.024,2090.581,58.3,194.856,3.078,29.856
508,19.295,5.124,-87464.148,2071.286,58.3,194.645,3.072,29.645
509,19.298,2.51,-87466.658,2051.988,58.3,194.435,3.065,29.435
510,19.307,-0.097,-87466.561,2032.681,58.3,194.226,3.059,29.226
511,19.321,-0.097,-87466.463,2013.359,58.3,194.017,3.052,29.017
512,19.339,-0.097,-87466.366,1994.02,58.3,193.809,3.046,28.809
513,19.228,0,-87466.366,1974.792,55.3,193.698,1.626,28.698
514,19.855,0,-87466.366,1954.937,52.3,193.587,1.627,28.587
515,20.416,0,-87466.366,1934.521,49.3,193.476,1.628,28.476
516,20.913,0,-87466.366,1913.608,46.3,193.365,1.629,28.365
517,21.35,0,-87466.366,1892.259,43.3,193.254,1.63,28.254
518,21.728,0,-87466.366,1870.53,40.3,193.143,1.631,28.143
519,22.053,0,-87466.366,1848.477,37.3,193.032,1.632,28.032
520,22.327,0,-87466.366,1826.15,34.3,192.921,1.633,27.921
521,22.554,0,-87466.366,1803.596,31.3,192.81,1.634,27.81
522,22.737,0,-87466.366,1780.859,28.3,192.699,1.635,27.699
523,22.882,0,-87466.366,1757.977,25.3,192.588,1.636,27.588
524,22.99,0,-87466.366,1734.987,22.3,192.477,1.637,27.477
525,23.068,0,-87466.366,1711.919,19.3,192.366,1.638,27.366
526,23.118,0,-87466.366,1688.801,16.3,192.255,1.638,27.255
527,23.145,0,-87466.366,1665.656,13.3,192.144,1.639,27.144
528,23.154,0,-87466.366,1642.502,10.3,192.033,1.64,27.033
529,23.149,0,-87466.366,1619.352,7.3,191.922,1.641,26.922
530,23.135,0,-87466.366,1596.217,4.3,191.811,1.642,26.811
531,23.115,0,-87466.366,1573.102,1.3,191.7,1.643,26.7
532,23.094,0,-87466.366,1550.009,0,191.589,1.644,26.589
533,23.072,0,-87466.366,1526.937,0,191.478,1.645,26.478
534,23.049,0,-87466.366,1503.888,0,191.367,1.646,26.367
535,23.024,0,-87466.366,1480.864,0,191.256,1.647,26.256
536,22.999,0,-87466.366,1457.864,0,191.145,1.648,26.145
537,22.974,0,-87466.366,1434.891,0,191.034,1.649,26.034
538,22.947,0,-87466.366,1411.944,0,190.923,1.65,25.923
539,22.919,0,-87466.366,1389.026,0,190.812,1.651,25.812
540,22.89,0,-87466.366,1366.136,0,190.701,1.652,25.701
541,22.86,0,-87466.366,1343.276,0,190.59,1.653,25.59
542,22.829,0,-87466.366,1320.446,0,190.479,1.654,25.479
543,22.798,0,-87466.366,1297.649,0,190.368,1.655,25.368
544,22.765,0,-87466.366,1274.884,0,190.257,1.656,25.257
545,22.731,0,-87466.366,1252.153,0,190.146,1.657,25.146
546,22.697,0,-87466.366,1229.456,0,190.035,1.658,25.035
547,22.661,0,-87466.366,1206.795,0,189.924,1.659,24.924
548,22.624,0,-87466.366,1184.17,0,189.813,1.66,24.813
549,22.587,0,-87466.366,1161.583,0,189.702,1.66,24.702
550,22.548,0,-87466.366,1139.035,0,189.591,1.661,24.591
551,22.509,0,-87466.366,1116.526,0,189.48,1.662,24.48
552,22.469,0,-87466.366,1094.057,0,189.369,1.663,24.369
553,22.427,0,-87466.366,1071.63,0,189.258,1.664,24.258
554,22.385,0,-87466.366,1049.246,0,189.147,1.665,24.147
555,22.341,0,-87466.366,1026.904,0,189.036,1.666,24.036
556,22.297,0,-87466.366,1004.607,0,188.925,1.667,23.925
557,22.252,0,-87466.366,982.356,0,188.814,1.668,23.814
558,22.205,0,-87466.366,960.15,0,188.703,1.669,23.703
559,22.158,0,-87466.366,937.992,0,188.592,1.67,23.592
560,22.11,0,-87466.366,915.882,0,188.481,1.671,23.481
561,22.061,0,-87466.366,893.822,0,188.37,1.672,23.37
562,22.01,0,-87466.366,871.811,0,188.259,1.673,23.259
563,21.959,0,-87466.366,849.852,0,188.148,1.674,23.148
564,21.907,0,-87466.366,827.945,0,188.037,1.675,23.037
565,21.854,0,-87466.366,806.092,0,187.926,1.676,22.926
566,21.8,0,-87466.366,784.292,0,187.815,1.677,22.815
567,21.744,0,-87466.366,762.548,0,187.704,1.678,22.704
568,21.688,0,-87466.366,740.86,0,187.593,1.679,22.593
569,21.631,0,-87466.366,719.229,0,187.482,1.68,22.482
570,21.573,0,-87466.366,697.656,0,187.371,1.681,22.371
571,21.514,0,-87466.366,676.142,0,187.26,1.682,22.26
572,21.454,0,-87466.366,654.689,0,187.149,1.683,22.149
573,21.392,0,-87466.366,633.296,0,187.038,1.684,22.038
574,21.33,0,-87466.366,611.966,0,186.927,1.685,21.927
575,21.267,0,-87466.366,590.699,0,186.816,1.686,21.816
576,21.203,0,-87466.366,569.496,0,186.705,1.687,21.705
577,21.138,0,-87466.366,548.358,0,186.594,1.688,21.594
578,21.072,0,-87466.366,527.287,0,186.483,1.689,21.483
579,21.004,0,-87466.366,506.282,0,186.372,1.69,21.372
580,20.936,0,-87466.366,485.346,0,186.261,1.691,21.261
581,20.867,0,-87466.366,464.479,0,186.15,1.692,21.15
582,20.797,0,-87466.366,443.682,0,186.039,1.693,21.039
583,20.726,0,-87466.366,422.956,0,185.928,1.694,20.928
584,20.654,0,-87466.366,402.303,0,185.817,1.695,20.817
585,20.58,0,-87466.366,381.722,0,185.706,1.696,20.706
586,20.506,0,-87466.366,361.216,0,185.595,1.697,20.595
587,20.431,0,-87466.366,340.785,0,185.484,1.698,20.484
588,20.355,0,-87466.366,320.431,0,185.373,1.699,20.373
589,20.277,0,-87466.366,300.153,0,185.262,1.7,20.262
590,20.199,0,-87466.366,279.954,0,185.151,1.701,20.151
591,20.12,0,-87466.366,259.835,0,185.04,1.702,20.04
592,20.039,0,-87466.366,239.795,0,184.929,1.703,19.929
593,19.958,0,-87466.366,219.837,0,184.818,1.704,19.818
594,19.876,0,-87466.366,199.962,0,184.707,1.705,19.707
595,19.792,0,-87466.366,180.169,0,184.596,1.706,19.596
596,19.708,0,-87466.366,160.462,0,184.485,1.707,19.485
597,19.622,0,-87466.366,140.839,0,184.374,1.708,19.374
598,19.536,0,-87466.366,121.303,0,184.263,1.71,19.263
599,19.448,0,-87466.366,101.855,0,184.041,3.423,19.041
600,17.647,0,-87466.366,84.208,0,183.819,3.427,18.819
601,15.842,0,-87466.366,68.366,0,183.597,3.431,18.597
602,14.033,0,-87466.366,54.333,0,183.375,3.436,18.375
603,12.219,0,-87466.366,42.114,0,183.153,3.44,18.153
604,10.401,0,-87466.366,31.713,0,182.931,3.444,17.931
605,8.579,0,-87466.366,23.134,0,182.709,3.448,17.709
606,6.753,0,-87466.366,16.381,0,182.487,3.452,17.487
607,4.923,0,-87466.366,11.458,0,182.265,3.457,17.265
608,3.088,0,-87466.366,8.369,0,182.11,2.422,17.11
609,2.289,0,-87466.366,6.081,0,181.954,2.424,16.954
610,1.487,0,-87466.366,4.594,0,181.799,2.426,16.799
611,0.683,0,-87466.366,3.91,0,181.71,1.387,16.71
612,0.918,0,-87466.366,2.992,0,181.621,1.388,16.621
613,1.153,0,-87466.366,1.839,0,181.533,1.388,16.533
614,1.387,0,-87466.366,0.452,0,181.444,1.389,16.444
615,1.62,0,-87466.366,-1.168,0,181.355,1.39,16.355
