Time,Vertical Speed,Horizontal Speed,Distance,Altitude,Angle,Weight,Acceleration Rate,Fuel
406,25.484,158.876,-58551.969,3345.223,61.000,209.261,3.011,44.261
407,25.495,156.243,-58708.212,3319.728,61.000,209.039,3.014,44.039
408,25.507,153.607,-58861.820,3294.221,61.000,208.817,3.017,43.817
409,25.520,150.969,-59012.788,3268.702,61.000,208.595,3.020,43.595
410,25.533,148.327,-59161.115,3243.169,61.000,208.373,3.023,43.373
411,25.548,145.683,-59306.798,3217.621,61.000,208.151,3.027,43.151
412,25.564,143.036,-59449.834,3192.057,61.000,207.929,3.030,42.929
413,25.580,140.386,-59590.219,3166.477,61.000,207.707,3.033,42.707
414,25.598,137.733,-59727.952,3140.879,61.000,207.485,3.036,42.485
415,25.616,135.077,-59863.029,3115.262,61.000,207.263,3.040,42.263
416,25.636,132.419,-59995.447,3089.627,61.000,207.041,3.043,42.041
417,25.656,129.757,-60125.205,3063.970,61.000,206.819,3.046,41.819
418,25.678,127.093,-60252.298,3038.293,61.000,206.597,3.049,41.597
419,25.700,124.426,-60376.723,3012.593,61.000,206.375,3.053,41.375
420,25.723,121.756,-60498.479,2986.869,61.000,206.153,3.056,41.153
421,25.748,119.083,-60617.563,2961.122,61.000,205.931,3.059,40.931
422,25.773,116.407,-60733.970,2935.349,61.000,205.709,3.063,40.709
423,25.799,113.729,-60847.699,2909.550,61.000,205.487,3.066,40.487
424,25.826,111.047,-60958.746,2883.724,61.000,205.265,3.069,40.265
425,25.854,108.363,-61067.109,2857.869,61.000,205.043,3.073,40.043
426,25.883,105.676,-61172.785,2831.986,61.000,204.821,3.076,39.821
427,25.913,102.985,-61275.770,2806.073,61.000,204.599,3.079,39.599
428,25.944,100.292,-61376.062,2780.129,61.000,204.377,3.083,39.377
429,25.976,97.596,-61473.659,2754.153,61.000,204.155,3.086,39.155
430,26.009,94.897,-61568.556,2728.144,61.000,203.933,3.089,38.933
431,26.043,92.195,-61660.751,2702.102,61.000,203.711,3.093,38.711
432,26.077,89.491,-61750.242,2676.025,61.000,203.489,3.096,38.489
433,26.113,86.783,-61837.025,2649.912,61.000,203.267,3.099,38.267
434,26.149,84.072,-61921.097,2623.762,61.000,203.045,3.103,38.045
435,26.187,81.358,-62002.455,2597.575,61.000,202.823,3.106,37.823
436,26.225,78.641,-62081.096,2571.350,61.000,202.601,3.110,37.601
437,26.265,75.922,-62157.018,2545.085,61.000,202.379,3.113,37.379
438,26.305,73.199,-62230.217,2518.780,61.000,202.157,3.116,37.157
439,26.347,70.473,-62300.691,2492.433,61.000,201.935,3.120,36.935
440,26.389,67.745,-62368.435,2466.044,61.000,201.713,3.123,36.713
441,26.432,65.013,-62433.449,2439.612,61.000,201.491,3.127,36.491
442,26.476,62.279,-62495.727,2413.136,61.000,201.269,3.130,36.269
443,26.521,59.541,-62555.268,2386.615,61.000,201.047,3.134,36.047
444,26.567,56.800,-62612.068,2360.048,61.000,200.825,3.137,35.825
445,26.614,54.056,-62666.124,2333.434,61.000,200.603,3.141,35.603
446,26.662,51.310,-62717.434,2306.772,61.000,200.381,3.144,35.381
447,26.711,48.560,-62765.994,2280.061,61.000,200.159,3.147,35.159
448,26.760,45.807,-62811.801,2253.300,61.000,199.937,3.151,34.937
449,26.811,43.051,-62854.852,2226.489,61.000,199.715,3.154,34.715
450,26.863,40.292,-62895.144,2199.627,61.000,199.493,3.158,34.493
451,26.915,37.530,-62932.674,2172.711,61.000,199.271,3.162,34.271
452,26.969,34.765,-62967.439,2145.743,61.000,199.049,3.165,34.049
453,27.023,31.997,-62999.435,2118.719,61.000,198.827,3.169,33.827
454,27.078,29.225,-63028.661,2091.641,61.000,198.605,3.172,33.605
455,27.135,26.451,-63055.111,2064.506,61.000,198.383,3.176,33.383
456,27.192,23.673,-63078.785,2037.315,61.000,198.161,3.179,33.161
457,27.250,20.893,-63099.678,2010.065,61.000,197.939,3.183,32.939
458,27.309,18.109,-63117.787,1982.756,61.000,197.717,3.186,32.717
459,27.369,15.322,-63133.109,1955.387,61.000,197.694,0.331,32.694
460,28.816,15.033,-63148.142,1926.571,61.000,197.668,0.378,32.668
461,30.240,14.702,-63162.844,1896.331,61.000,197.639,0.417,32.639
462,31.646,14.338,-63177.181,1864.685,61.000,197.607,0.458,32.607
463,33.033,13.937,-63191.119,1831.652,61.000,197.572,0.501,32.572
464,34.398,13.499,-63204.618,1797.254,61.000,197.534,0.546,32.534
465,35.743,13.022,-63217.639,1761.511,61.000,197.493,0.593,32.493
466,37.065,12.503,-63230.142,1724.446,61.000,197.448,0.643,32.448
467,38.363,11.941,-63242.083,1686.083,61.000,197.400,0.694,32.400
468,39.606,11.352,-63253.435,1646.477,58.000,197.348,0.747,32.348
469,40.789,10.741,-63264.176,1605.688,55.000,197.292,0.802,32.292
470,41.907,10.109,-63274.284,1563.781,52.000,197.232,0.859,32.232
471,42.956,9.461,-63283.745,1520.825,49.000,197.168,0.917,32.168
472,43.932,8.801,-63292.546,1476.893,46.000,197.101,0.977,32.101
473,44.831,8.134,-63300.680,1432.062,43.000,197.028,1.039,32.028
474,45.649,7.466,-63308.146,1386.413,40.000,196.952,1.102,31.952
475,46.384,6.803,-63314.949,1340.030,37.000,196.871,1.167,31.871
476,47.032,6.151,-63321.100,1292.998,34.000,196.786,1.232,31.786
477,47.592,5.516,-63326.616,1245.406,31.000,196.696,1.299,31.696
478,48.062,4.906,-63331.522,1197.344,28.000,196.601,1.367,31.601
479,48.440,4.329,-63335.851,1148.904,25.000,196.501,1.435,31.501
480,48.728,3.791,-63339.642,1100.176,22.000,196.397,1.504,31.397
481,48.924,3.301,-63342.943,1051.252,19.000,196.289,1.574,31.289
482,49.029,2.867,-63345.810,1002.223,16.000,196.175,1.644,31.175
483,49.046,2.497,-63348.308,953.177,13.000,196.056,1.715,31.056
484,48.977,2.200,-63350.507,904.199,10.000,195.933,1.786,30.933
485,48.825,1.982,-63352.489,855.375,7.000,195.805,1.857,30.805
486,48.594,0.000,-63352.489,806.780,4.000,195.672,1.928,30.672
487,48.289,0.000,-63352.489,758.491,1.000,195.534,1.998,30.534
488,47.913,0.000,-63352.489,710.579,0.000,195.392,2.069,30.392
489,47.466,0.000,-63352.489,663.113,0.000,195.170,3.228,30.170
490,45.860,0.000,-63352.489,617.253,0.000,194.948,3.232,29.948
491,44.250,0.000,-63352.489,573.003,0.000,194.726,3.235,29.726
492,42.637,0.000,-63352.489,530.366,0.000,194.504,3.239,29.504
493,41.020,0.000,-63352.489,489.346,0.000,194.282,3.243,29.282
494,39.399,0.000,-63352.489,449.947,0.000,194.060,3.246,29.060
495,37.775,0.000,-63352.489,412.172,0.000,193.838,3.250,28.838
496,36.147,0.000,-63352.489,376.026,0.000,193.616,3.254,28.616
497,34.515,0.000,-63352.489,341.511,0.000,193.394,3.258,28.394
498,32.879,0.000,-63352.489,308.632,0.000,193.172,3.261,28.172
499,31.240,0.000,-63352.489,277.392,0.000,192.950,3.265,27.950
500,29.597,0.000,-63352.489,247.795,0.000,192.728,3.269,27.728
501,27.950,0.000,-63352.489,219.846,0.000,192.506,3.273,27.506
502,26.299,0.000,-63352.489,193.546,0.000,192.284,3.276,27.284
503,24.645,0.000,-63352.489,168.902,0.000,192.062,3.280,27.062
504,22.987,0.000,-63352.489,145.915,0.000,191.840,3.284,26.840
505,21.325,0.000,-63352.489,124.590,0.000,191.618,3.288,26.618
506,19.659,0.000,-63352.489,104.932,0.000,191.396,3.292,26.396
507,17.989,0.000,-63352.489,86.942,0.000,191.174,3.295,26.174
508,16.316,0.000,-63352.489,70.627,0.000,190.952,3.299,25.952
509,14.639,0.000,-63352.489,55.988,0.000,190.730,3.303,25.730
510,12.957,0.000,-63352.489,43.031,0.000,190.508,3.307,25.508
511,11.272,0.000,-63352.489,31.758,0.000,190.286,3.311,25.286
512,9.584,0.000,-63352.489,22.175,0.000,190.064,3.315,25.064
513,7.891,0.000,-63352.489,14.284,0.000,189.842,3.319,24.842
514,6.194,0.000,-63352.489,8.089,0.000,189.620,3.322,24.620
515,4.494,0.000,-63352.489,3.595,0.000,189.398,3.326,24.398
516,2.790,0.000,-63352.489,0.805,0.000,189.309,1.331,24.309
517,0.000,0.000,-63352.489,0.000,0.000,189.220,0.000,24.220
